,CLOSE
2020-04-10,0.025500000000000078
2020-04-13,-0.006699999999999928
2020-04-14,-0.013599999999999834
2020-04-15,-0.017900000000000027
2020-04-16,0.031400000000000095
2020-04-17,0.03299999999999992
2020-04-20,-0.012900000000000134
2020-04-21,-0.022399999999999753
2020-04-22,-0.03400000000000025
2020-04-23,-0.012700000000000156
2020-04-24,0.010500000000000398
2020-04-26,0.01399999999999979
2020-04-27,-0.009100000000000108
2020-04-28,-0.024499999999999744
2020-04-29,0.03709999999999969
2020-04-30,0.04290000000000038
2020-05-06,0.04889999999999972
2020-05-07,-0.009100000000000108
2020-05-08,0.019300000000000317
2020-05-09,0.029799999999999827
2020-05-11,-0.009500000000000064
2020-05-12,0.0472999999999999
2020-05-13,-0.008699999999999708
2020-05-14,-0.016900000000000137
2020-05-15,0.043299999999999894
2020-05-18,0.0019000000000000128
2020-05-19,-0.0371999999999999
2020-05-20,-0.004999999999999893
2020-05-21,-0.06740000000000013
2020-05-22,0.0676000000000001
2020-05-25,0.05500000000000016
2020-05-26,0.012499999999999734
2020-05-27,-0.03259999999999996
2020-05-28,-0.014800000000000146
2020-05-29,0.020000000000000018
2020-06-01,0.059900000000000286
2020-06-02,0.004899999999999682
2020-06-03,0.040000000000000036
2020-06-04,0.017400000000000304
2020-06-05,-0.03740000000000032
2020-06-08,-0.006999999999999673
2020-06-09,0.016999999999999904
2020-06-10,-0.050000000000000266
2020-06-11,-0.02499999999999991
2020-06-12,0.04269999999999996
2020-06-15,0.0524
2020-06-16,0.040000000000000036
2020-06-17,-0.027499999999999858
2020-06-18,0.022499999999999964
2020-06-19,0.0400999999999998
2020-06-22,-0.0025999999999997137
2020-06-23,-0.0512999999999999
2020-06-24,-0.02100000000000035
2020-06-28,0.010000000000000231
2020-06-29,-0.02740000000000009
2020-06-30,0.022600000000000176
2020-07-01,0.012799999999999923
2020-07-02,0.039000000000000146
2020-07-03,0.09849999999999959
2020-07-06,0.01990000000000025
2020-07-07,0.04740000000000011
2020-07-08,0.01770000000000005
2020-07-09,-0.05040000000000022
2020-07-10,0.02519999999999989
2020-07-13,-0.04999999999999982
2020-07-14,-0.049799999999999844
2020-07-15,-0.010000000000000231
2020-07-16,0.0047999999999999154
2020-07-17,-0.019600000000000062
2020-07-20,-0.029999999999999805
2020-07-21,-0.015000000000000124
2020-07-22,0.020300000000000207
2020-07-23,-0.04519999999999991
2020-07-24,0.017900000000000027
2020-07-27,0.042300000000000004
2020-07-28,0.020099999999999785
2020-07-29,-0.0051000000000001044
2020-07-30,0.03000000000000025
2020-07-31,-0.01980000000000004
2020-08-03,-0.010099999999999998
2020-08-04,0.022699999999999942
2020-08-05,0.022399999999999753
2020-08-06,0.010200000000000209
2020-08-07,-0.03750000000000009
2020-08-10,0.00010000000000021103
2020-08-11,0.007600000000000051
2020-08-12,-0.006500000000000394
2020-08-13,-0.018599999999999728
2020-08-14,0.005199999999999871
2020-08-17,0.03500000000000014
2020-08-18,0.015000000000000124
2020-08-19,0.005199999999999871
2020-08-20,-0.015000000000000124
2020-08-21,0.01750000000000007
2020-08-24,0.04260000000000019
2020-08-25,0.008699999999999708
2020-08-26,0.008799999999999919
2020-08-27,0.007300000000000306
2020-08-28,-0.0495000000000001
2020-08-31,0.030100000000000016
2020-09-01,0.05489999999999995
2020-09-02,0.0024000000000001798
2020-09-03,0.017699999999999605
2020-09-04,0.022600000000000176
2020-09-07,-0.022399999999999753
2020-09-08,-0.042500000000000426
2020-09-09,0.0028000000000001357
2020-09-10,0.0512999999999999
2020-09-11,0.018600000000000172
2020-09-14,-0.04490000000000016
2020-09-15,0.01770000000000005
2020-09-16,0.007400000000000073
2020-09-17,-0.017199999999999882
2020-09-18,-0.016300000000000203
2020-09-21,-0.013599999999999834
2020-09-22,0.0026999999999999247
2020-09-23,-0.004999999999999893
2020-09-24,0.045500000000000096
2020-09-25,0.0028999999999999027
2020-09-27,-0.02320000000000011
2020-09-28,0.020000000000000018
2020-09-29,0.019000000000000128
2020-09-30,0.03909999999999991
2020-10-09,0.0024999999999999467
2020-10-10,-0.0036999999999998145
2020-10-12,0.008899999999999686
2020-10-13,0.020000000000000018
2020-10-14,0.015000000000000124
2020-10-15,-0.009799999999999809
2020-10-16,-0.019700000000000273
2020-10-19,-0.004999999999999893
2020-10-20,-0.009999999999999787
2020-10-21,-0.014800000000000146
2020-10-22,0.02499999999999991
2020-10-23,-0.0022999999999999687
2020-10-26,-0.032500000000000195
2020-10-27,0.02010000000000023
2020-10-28,0.004999999999999893
2020-10-29,-0.004999999999999893
2020-10-30,-0.0024999999999999467
2020-11-02,-0.0022999999999999687
2020-11-03,-0.007500000000000284
2020-11-04,0.022499999999999964
2020-11-05,0.015100000000000335
2020-11-06,0.029999999999999805
2020-11-09,-0.012199999999999989
2020-11-10,0.015000000000000124
2020-11-11,0.022299999999999986
2020-11-12,0.010099999999999998
2020-11-13,0.0025999999999997137
2020-11-16,0.012500000000000178
2020-11-17,0.03739999999999988
2020-11-18,0.024700000000000166
2020-11-19,-0.03869999999999996
2020-11-20,-0.04499999999999993
2020-11-23,0.02499999999999991
2020-11-24,-0.022499999999999964
2020-11-25,0.01750000000000007
2020-11-26,0.01499999999999968
2020-11-27,-0.04999999999999982
2020-11-30,0.022499999999999964
2020-12-01,0.020000000000000018
2020-12-02,-0.007400000000000073
2020-12-03,-0.020000000000000018
2020-12-04,0.004999999999999893
2020-12-07,-0.01499999999999968
2020-12-08,0.01750000000000007
2020-12-09,-0.012500000000000178
2020-12-10,0.03500000000000014
2020-12-11,-0.010000000000000231
2020-12-14,-0.007400000000000073
2020-12-15,-0.0024999999999999467
2020-12-16,0.004999999999999893
2020-12-17,0.010000000000000231
2020-12-18,-0.02499999999999991
2020-12-21,-0.03740000000000032
2020-12-22,-0.012499999999999734
2020-12-23,0.015000000000000124
2020-12-24,-0.04249999999999998
2020-12-25,-0.024900000000000144
2020-12-28,-0.00749999999999984
2020-12-29,-0.03500000000000014
2020-12-30,0.022499999999999964
2020-12-31,0.03509999999999991
2021-01-04,-0.047499999999999876
2021-01-05,-0.0049000000000001265
2021-01-06,0.0
2021-01-07,0.020000000000000018
2021-01-08,0.017599999999999838
2021-01-11,-0.017499999999999627
2021-01-12,-0.03000000000000025
2021-01-13,-0.009799999999999809
2021-01-14,0.04489999999999972
2021-01-15,0.015000000000000124
2021-01-18,-0.0049000000000001265
2021-01-19,0.00010000000000021103
2021-01-20,-0.027499999999999858
2021-01-21,-0.015000000000000124
2021-01-22,0.013799999999999812
2021-01-25,0.026200000000000223
2021-01-26,0.0051000000000001044
2021-01-27,0.03249999999999975
2021-01-28,-0.01750000000000007
2021-01-29,-0.007400000000000073
2021-02-01,0.015000000000000124
2021-02-02,0.02499999999999991
2021-02-03,0.0235000000000003
2021-02-04,-0.018299999999999983
2021-02-05,0.00039999999999995595
2021-02-07,0.020199999999999996
2021-02-08,-0.006699999999999928
2021-02-09,0.014599999999999724
2021-02-10,0.038200000000000234
2021-02-18,-0.0253000000000001
2021-02-19,0.0026999999999999247
2021-02-20,0.013100000000000112
2021-02-22,-0.010099999999999998
2021-02-23,-0.0007999999999999119
2021-02-24,0.009599999999999831
2021-02-25,0.00749999999999984
2021-02-26,-0.03229999999999977
2021-03-01,-0.00010000000000021103
2021-03-02,0.00790000000000024
2021-03-03,0.010199999999999765
2021-03-04,-0.01980000000000004
2021-03-05,-0.005299999999999638
2021-03-08,0.007399999999999629
2021-03-09,-0.012499999999999734
2021-03-10,0.01529999999999987
2021-03-11,0.010699999999999932
2021-03-12,0.012700000000000156
2021-03-15,-0.012599999999999945
2021-03-16,-0.004999999999999893
2021-03-17,0.0027999999999996916
2021-03-18,-0.02279999999999971
2021-03-19,-0.00550000000000006
2021-03-22,-0.020399999999999974
2021-03-23,-0.01750000000000007
2021-03-24,-0.0047999999999999154
2021-03-25,0.010299999999999976
2021-03-26,-0.0022999999999999687
2021-03-29,0.009799999999999809
2021-03-30,-0.017300000000000093
2021-03-31,0.007300000000000306
2021-04-01,0.005299999999999638
2021-04-02,0.007400000000000073
2021-04-06,0.012799999999999923
2021-04-07,0.000600000000000378
2021-04-08,-0.010000000000000231
2021-04-09,-0.017300000000000093
2021-04-12,-0.032200000000000006
2021-04-13,0.0024999999999999467
2021-04-14,0.007700000000000262
2021-04-15,-0.009700000000000042
2021-04-16,-0.007200000000000095
2021-04-19,-0.0004999999999997229
2021-04-20,-0.0024000000000001798
2021-04-21,0.008399999999999963
2021-04-22,0.010499999999999954
2021-04-23,0.012199999999999989
2021-04-25,0.018299999999999983
2021-04-26,0.0054000000000002935
2021-04-27,-0.00990000000000002
2021-04-28,-0.010700000000000376
2021-04-29,-0.023199999999999665
2021-04-30,-0.01330000000000009
2021-05-06,0.008199999999999985
2021-05-07,-0.000700000000000145
2021-05-08,-0.012199999999999989
2021-05-10,-0.008000000000000007
2021-05-11,-0.007000000000000117
2021-05-12,0.005600000000000271
2021-05-13,0.005599999999999827
2021-05-14,0.010200000000000209
2021-05-17,-0.006699999999999928
2021-05-18,-0.015900000000000247
2021-05-19,-0.02970000000000006
2021-05-20,-0.012499999999999734
2021-05-21,-0.0026000000000001577
2021-05-24,0.0
2021-05-25,-0.02499999999999991
2021-05-26,0.012499999999999734
2021-05-27,0.010000000000000231
2021-05-28,-0.03750000000000009
2021-05-31,-0.004999999999999893
2021-06-01,0.02499999999999991
2021-06-02,-0.009999999999999787
2021-06-03,0.037499999999999645
2021-06-04,0.01750000000000007
2021-06-07,0.0
2021-06-08,-0.004899999999999682
2021-06-09,-0.0051000000000001044
2021-06-10,0.02760000000000007
2021-06-11,-0.010000000000000231
2021-06-15,0.012500000000000178
2021-06-16,0.009999999999999787
2021-06-17,-0.019899999999999807
2021-06-18,-0.024900000000000144
2021-06-21,-0.007600000000000051
2021-06-22,-0.0023999999999997357
2021-06-23,-0.0024999999999999467
2021-06-24,-0.00010000000000021103
2021-06-25,0.007600000000000051
2021-06-28,-0.004999999999999893
2021-06-29,-0.007500000000000284
2021-06-30,0.010000000000000231
2021-07-01,-0.007500000000000284
2021-07-02,-0.004899999999999682
2021-07-05,0.009999999999999787
2021-07-06,-0.029999999999999805
2021-07-07,-0.07240000000000002
2021-07-08,0.027499999999999858
2021-07-09,-0.06740000000000013
2021-07-12,-0.017499999999999627
2021-07-13,0.009999999999999787
2021-07-14,0.02010000000000023
2021-07-15,-0.012500000000000178
2021-07-16,0.0051000000000001044
2021-07-19,-0.022499999999999964
2021-07-20,-0.007400000000000073
2021-07-21,0.009999999999999787
2021-07-22,-0.01499999999999968
2021-07-23,-0.042300000000000004
